Pressure,Altitude,Temperature,Dew_point,Wind_direction,Wind_speed,WMO_ID,n,m
198.1,12218,-56.7,-73.5,191,46.1,11747,974,4
197.7,12232,-56.7,-73.7,192,47,11747,975,5
197.3,12245,-56.8,-74.1,192,48,11747,976,6
196.9,12257,-56.8,-74.7,193,48.8,11747,977,7
196.5,12268,-56.6,-75.2,193,49.8,11747,978,8
196.2,12280,-56.1,-75.6,194,50.3,11747,979,9
195.8,12293,-55.6,-76,195,51.1,11747,980,0
195.4,12306,-55.3,-76.6,195,51.7,11747,981,1
195,12319,-55.2,-77.1,196,52.1,11747,982,2
194.6,12332,-55.1,-77.5,197,52.5,11747,983,3
194.2,12344,-55,-77.6,198,52.9,11747,984,4
193.9,12355,-54.8,-77.7,199,53.1,11747,985,5
193.6,12366,-54.7,-77.7,200,53.1,11747,986,6
193.2,12377,-54.5,-77.6,201,53.3,11747,987,7
192.9,12388,-54.4,-77.6,202,53.3,11747,988,8
192.5,12400,-54.3,-77.7,203,53.1,11747,989,9
192.2,12413,-54.4,-77.7,204,53.1,11747,990,0
191.8,12426,-54.4,-77.7,205,52.9,11747,991,1
191.4,12439,-54.4,-77.8,205,52.7,11747,992,2
191,12452,-54.5,-77.9,206,52.3,11747,993,3
190.6,12466,-54.5,-78.2,207,51.9,11747,994,4
190.2,12480,-54.4,-78.4,207,51.5,11747,995,5
189.7,12494,-54.1,-78.6,208,50.9,11747,996,6
189.3,12507,-53.9,-78.7,208,50.3,11747,997,7
188.9,12521,-53.7,-79,208,49.8,11747,998,8
188.5,12535,-53.6,-79.1,209,49.2,11747,999,9
188.1,12549,-53.7,-79.3,209,48.4,11747,1000,0
187.7,12563,-53.7,-79.3,209,47.6,11747,1001,1
187.3,12578,-53.6,-79.3,209,47,11747,1002,2
186.8,12592,-53.5,-79.3,209,46.3,11747,1003,3
186.4,12606,-53.4,-79.3,209,45.7,11747,1004,4
186.1,12619,-53.4,-79.3,210,45.1,11747,1005,5
185.7,12632,-53.4,-79.4,210,44.7,11747,1006,6
185.3,12645,-53.3,-79.5,210,44.3,11747,1007,7
185,12657,-53.3,-79.6,211,43.9,11747,1008,8
184.6,12669,-53.3,-79.6,211,43.7,11747,1009,9
184.3,12681,-53.3,-79.7,212,43.3,11747,1010,0
183.9,12694,-53.2,-79.6,213,43.2,11747,1011,1
183.6,12707,-53,-79.5,214,42.8,11747,1012,2
183.2,12719,-52.8,-79.4,215,42.6,11747,1013,3
182.8,12732,-52.7,-79.3,216,42,11747,1014,4
182.5,12745,-52.6,-79.2,217,41.4,11747,1015,5
182.1,12758,-52.6,-79.1,218,40.8,11747,1016,6
181.7,12772,-52.6,-79.1,218,40,11747,1017,7
181.3,12786,-52.5,-78.9,219,39.1,11747,1018,8
180.9,12801,-52.4,-78.8,220,38.1,11747,1019,9
180.5,12815,-52.3,-78.6,220,37.1,11747,1020,0
180.2,12828,-52.2,-78.5,221,36,11747,1021,1
179.8,12841,-52.2,-78.5,221,34.8,11747,1022,2
179.4,12855,-52.1,-78.4,221,33.8,11747,1023,3
179,12869,-52,-78.4,221,32.7,11747,1024,4
178.6,12884,-52,-78.3,221,31.7,11747,1025,5
178.3,12896,-52,-78.4,221,30.7,11747,1026,6
178,12907,-52,-78.4,221,29.7,11747,1027,7
177.7,12918,-52,-78.5,221,28.8,11747,1028,8
177.3,12929,-52,-78.6,221,28,11747,1029,9
177,12941,-51.9,-78.8,221,27.2,11747,1030,0
176.7,12954,-51.9,-79,220,26.4,11747,1031,1
176.3,12968,-51.8,-79.3,220,25.9,11747,1032,2
175.9,12983,-51.3,-79.3,220,25.1,11747,1033,3
175.5,12997,-50.6,-79.1,219,24.3,11747,1034,4
175.1,13012,-50.3,-79.2,219,23.7,11747,1035,5
174.7,13028,-50.3,-79.4,218,23.1,11747,1036,6
174.2,13045,-50.5,-79.6,217,22.5,11747,1037,7
173.8,13062,-50.7,-79.7,216,22.2,11747,1038,8
173.3,13079,-50.9,-79.8,214,21.8,11747,1039,9
172.9,13095,-51,-79.7,213,21.4,11747,1040,0
172.4,13112,-51,-79.7,211,21,11747,1041,1
172,13129,-51.2,-79.7,209,20.8,11747,1042,2
171.6,13145,-51.5,-79.7,208,20.6,11747,1043,3
171.1,13161,-51.6,-79.7,206,20.4,11747,1044,4
170.8,13175,-51.7,-79.7,204,20.2,11747,1045,5
170.4,13189,-51.8,-79.6,202,20,11747,1046,6
170.1,13202,-51.9,-79.6,201,20,11747,1047,7
169.7,13215,-52,-79.6,199,19.8,11747,1048,8
169.4,13228,-52.1,-79.5,197,19.8,11747,1049,9
169,13241,-52.3,-79.5,196,20,11747,1050,0
168.7,13255,-52.4,-79.5,194,20.2,11747,1051,1
168.3,13270,-52.5,-79.5,193,20.4,11747,1052,2
167.9,13284,-52.6,-79.5,192,20.8,11747,1053,3
167.5,13300,-52.7,-79.6,190,21.2,11747,1054,4
167.1,13315,-52.8,-79.7,189,21.8,11747,1055,5
166.7,13330,-52.9,-79.8,188,22.4,11747,1056,6
166.3,13344,-53,-79.8,188,22.9,11747,1057,7
166,13358,-53,-79.8,187,23.7,11747,1058,8
165.7,13371,-53.1,-79.8,187,24.3,11747,1059,9
165.4,13383,-53.1,-79.7,186,24.9,11747,1060,0
165.1,13395,-53.2,-79.7,186,25.7,11747,1061,1
164.8,13406,-53.3,-79.7,186,26.2,11747,1062,2
164.5,13417,-53.4,-79.7,186,26.8,11747,1063,3
164.2,13428,-53.5,-79.8,185,27.4,11747,1064,4
163.9,13439,-53.5,-79.7,185,27.8,11747,1065,5
163.6,13452,-53.5,-79.7,185,28.2,11747,1066,6
163.3,13464,-53.5,-79.6,185,28.6,11747,1067,7
163,13477,-53.5,-79.6,186,29,11747,1068,8
162.6,13490,-53.5,-79.5,186,29.4,11747,1069,9
162.3,13502,-53.5,-79.5,186,29.5,11747,1070,0
162,13514,-53.6,-79.5,186,29.9,11747,1071,1
161.7,13527,-53.6,-79.5,186,30.1,11747,1072,2
161.4,13539,-53.7,-79.6,187,30.5,11747,1073,3
161.1,13552,-53.8,-79.6,187,30.7,11747,1074,4
160.7,13565,-53.9,-79.6,187,30.9,11747,1075,5
160.4,13578,-53.9,-79.7,188,31.1,11747,1076,6
160.1,13591,-54,-79.7,188,31.3,11747,1077,7
159.8,13604,-54.1,-79.7,189,31.5,11747,1078,8
159.4,13617,-54.2,-79.8,189,31.5,11747,1079,9
159.1,13630,-54.3,-79.8,190,31.7,11747,1080,0
158.8,13642,-54.4,-79.9,191,31.7,11747,1081,1
158.5,13655,-54.5,-79.9,191,31.5,11747,1082,2
158.2,13667,-54.5,-80,192,31.5,11747,1083,3
157.9,13681,-54.5,-80,193,31.3,11747,1084,4
157.5,13694,-54.6,-80.1,194,31.1,11747,1085,5
157.2,13707,-54.6,-80.2,195,31.1,11747,1086,6
156.9,13720,-54.6,-80.3,196,30.9,11747,1087,7
156.6,13733,-54.6,-80.3,197,30.5,11747,1088,8
156.3,13744,-54.7,-80.4,198,30.3,11747,1089,9
156,13756,-54.7,-80.5,198,30.3,11747,1090,0
155.7,13769,-54.8,-80.6,199,30.1,11747,1091,1
155.4,13781,-54.8,-80.6,199,29.9,11747,1092,2
155.1,13793,-54.8,-80.7,200,29.9,11747,1093,3
154.8,13804,-54.8,-80.7,200,29.7,11747,1094,4
154.6,13815,-54.9,-80.7,200,29.7,11747,1095,5
154.3,13826,-54.9,-80.8,201,29.7,11747,1096,6
154,13837,-54.9,-80.8,201,29.5,11747,1097,7
153.8,13849,-55,-80.9,201,29.5,11747,1098,8
153.5,13861,-55,-80.9,202,29.5,11747,1099,9
153.2,13873,-55.1,-81,202,29.5,11747,1100,0
152.9,13884,-55.2,-81.1,202,29.5,11747,1101,1
152.6,13896,-55.2,-81.2,203,29.4,11747,1102,2
152.4,13907,-55.2,-81.2,203,29.4,11747,1103,3
152.1,13918,-55.2,-81.3,204,29.2,11747,1104,4
151.9,13928,-55.2,-81.4,204,29.2,11747,1105,5
151.6,13940,-55.2,-81.5,204,29,11747,1106,6
151.3,13951,-55.1,-81.6,204,29,11747,1107,7
151,13964,-55,-81.7,203,29,11747,1108,8
150.7,13977,-54.8,-81.8,203,29,11747,1109,9
150.4,13989,-54.8,-81.9,202,29.2,11747,1110,0
150.1,14002,-54.7,-82,202,29.4,11747,1111,1
150,14007,-54.7,-82,201,29.5,11747,1112,2
149.8,14015,-54.6,-82.1,201,29.5,11747,1113,3
149.5,14028,-54.5,-82.2,200,29.9,11747,1114,4
149.2,14041,-54.5,-82.4,199,30.5,11747,1115,5
148.9,14053,-54.4,-82.5,198,30.9,11747,1116,6
148.6,14065,-54.3,-82.6,198,31.7,11747,1117,7
148.3,14078,-54.2,-82.7,197,32.3,11747,1118,8
148,14091,-54,-82.8,197,32.9,11747,1119,9
147.8,14104,-53.9,-82.9,196,33.6,11747,1120,0
147.5,14116,-53.7,-82.9,196,34.2,11747,1121,1
147.2,14129,-53.5,-82.9,196,34.6,11747,1122,2
146.9,14141,-53.3,-82.9,196,35.2,11747,1123,3
146.6,14153,-53.3,-82.9,196,35.4,11747,1124,4
146.3,14166,-53.3,-83,197,35.6,11747,1125,5
146.1,14178,-53.3,-83,197,35.8,11747,1126,6
145.8,14191,-53.3,-83.1,198,35.8,11747,1127,7
145.5,14203,-53.4,-83.1,199,35.8,11747,1128,8
145.2,14214,-53.4,-83.1,199,35.6,11747,1129,9
145,14226,-53.3,-83,201,35.2,11747,1130,0
144.7,14238,-53.1,-82.9,202,35,11747,1131,1
144.4,14249,-52.9,-82.8,203,34.8,11747,1132,2
144.2,14261,-52.8,-82.8,204,34.4,11747,1133,3
143.9,14273,-52.8,-82.8,206,34.2,11747,1134,4
143.7,14285,-52.8,-82.9,207,33.8,11747,1135,5
143.4,14296,-52.8,-82.9,208,33.4,11747,1136,6
143.1,14308,-52.6,-82.8,209,33.2,11747,1137,7
142.9,14319,-52.5,-82.7,210,32.9,11747,1138,8
142.6,14331,-52.3,-82.7,211,32.3,11747,1139,9
142.4,14343,-52.2,-82.6,212,31.9,11747,1140,0
142.1,14355,-52.2,-82.6,213,31.1,11747,1141,1
141.8,14367,-52.2,-82.6,213,30.5,11747,1142,2
141.6,14380,-52.2,-82.6,214,29.5,11747,1143,3
141.3,14392,-52.3,-82.5,214,28.8,11747,1144,4
141,14405,-52.3,-82.5,214,27.8,11747,1145,5
140.7,14419,-52.3,-82.5,215,26.8,11747,1146,6
140.4,14433,-52.4,-82.6,214,25.7,11747,1147,7
140.1,14448,-52.5,-82.6,214,24.5,11747,1148,8
139.7,14464,-52.5,-82.7,214,23.5,11747,1149,9
139.4,14481,-52.4,-82.6,213,22.4,11747,1150,0
139,14499,-52.3,-82.6,212,21.4,11747,1151,1
138.6,14517,-52.1,-82.5,211,20.4,11747,1152,2
138.2,14534,-52.1,-82.5,210,19.4,11747,1153,3
137.9,14550,-52.1,-82.5,209,18.7,11747,1154,4
137.5,14566,-52.2,-82.5,207,17.9,11747,1155,5
137.2,14583,-52.2,-82.5,206,17.1,11747,1156,6
136.8,14600,-52.3,-82.5,205,16.5,11747,1157,7
136.5,14617,-52.4,-82.5,203,15.9,11747,1158,8
136.1,14633,-52.4,-82.4,202,15.4,11747,1159,9
135.8,14649,-52.5,-82.4,200,15,11747,1160,0
135.5,14664,-52.7,-82.4,198,14.6,11747,1161,1
135.2,14679,-52.8,-82.5,197,14.4,11747,1162,2
134.8,14694,-52.9,-82.5,195,14.2,11747,1163,3
134.5,14709,-53.1,-82.5,193,14,11747,1164,4
134.2,14724,-53.2,-82.5,191,14,11747,1165,5
133.9,14739,-53.3,-82.5,189,14,11747,1166,6
133.6,14753,-53.5,-82.6,187,14.2,11747,1167,7
133.4,14765,-53.6,-82.6,185,14.4,11747,1168,8
133.1,14777,-53.7,-82.6,183,14.6,11747,1169,9
132.9,14788,-53.8,-82.6,181,15,11747,1170,0
132.6,14800,-53.8,-82.6,179,15.4,11747,1171,1
132.4,14812,-53.9,-82.6,178,15.7,11747,1172,2
132.1,14824,-53.9,-82.7,177,16.1,11747,1173,3
131.9,14837,-54,-82.8,176,16.5,11747,1174,4
131.6,14850,-54.1,-82.8,175,17.1,11747,1175,5
131.3,14864,-54.2,-82.9,175,17.7,11747,1176,6
131.1,14877,-54.2,-83,175,18.3,11747,1177,7
130.8,14890,-54.2,-83,175,18.9,11747,1178,8
130.5,14903,-54.2,-83,175,19.4,11747,1179,9
130.3,14915,-54.2,-83.1,175,20,11747,1180,0
130,14927,-54.2,-83.1,175,20.6,11747,1181,1
129.8,14940,-54.2,-83.1,176,21.2,11747,1182,2
129.5,14953,-54.2,-83.1,176,21.8,11747,1183,3
129.3,14966,-54.1,-83.2,176,22.4,11747,1184,4
129,14978,-54.1,-83.2,177,22.9,11747,1185,5
128.8,14991,-54.1,-83.2,177,23.5,11747,1186,6
128.5,15003,-54.1,-83.2,178,24.1,11747,1187,7
128.3,15015,-54.1,-83.2,178,24.7,11747,1188,8
128,15028,-54.1,-83.3,178,25.1,11747,1189,9
127.8,15040,-54.2,-83.3,178,25.5,11747,1190,0
127.5,15053,-54.2,-83.4,179,25.9,11747,1191,1
127.2,15066,-54.3,-83.4,179,26,11747,1192,2
127,15079,-54.3,-83.5,180,26,11747,1193,3
126.7,15092,-54.4,-83.6,180,26,11747,1194,4
126.5,15106,-54.4,-83.6,181,26,11747,1195,5
126.2,15119,-54.3,-83.6,182,25.9,11747,1196,6
125.9,15132,-54.1,-83.5,183,25.7,11747,1197,7
125.7,15144,-53.9,-83.4,184,25.3,11747,1198,8
125.5,15156,-53.9,-83.4,185,24.9,11747,1199,9
125.2,15169,-53.9,-83.4,187,24.7,11747,1200,0
125,15181,-53.9,-83.5,188,24.3,11747,1201,1
124.7,15193,-53.9,-83.5,190,23.9,11747,1202,2
124.5,15205,-53.9,-83.5,191,23.7,11747,1203,3
124.3,15217,-53.9,-83.5,193,23.3,11747,1204,4
124.1,15229,-53.9,-83.5,194,23.1,11747,1205,5
123.8,15240,-53.9,-83.5,196,23.1,11747,1206,6
123.6,15252,-54,-83.4,197,22.9,11747,1207,7
123.4,15265,-54.1,-83.5,198,22.9,11747,1208,8
123.1,15278,-54.2,-83.5,198,22.7,11747,1209,9
122.9,15291,-54.3,-83.5,199,22.7,11747,1210,0
122.6,15304,-54.3,-83.4,200,22.5,11747,1211,1
122.4,15316,-54.4,-83.4,200,22.4,11747,1212,2
122.1,15329,-54.5,-83.5,201,22,11747,1213,3
121.9,15341,-54.6,-83.5,201,21.8,11747,1214,4
121.7,15354,-54.7,-83.6,202,21.2,11747,1215,5
121.4,15367,-54.8,-83.7,202,20.8,11747,1216,6
121.2,15379,-54.8,-83.8,202,20.2,11747,1217,7
121,15391,-54.8,-83.8,203,19.4,11747,1218,8
120.7,15403,-54.7,-83.8,203,18.9,11747,1219,9
120.5,15415,-54.5,-83.7,202,18.1,11747,1220,0
120.3,15427,-54.3,-83.6,202,17.3,11747,1221,1
120,15440,-54.1,-83.6,201,16.7,11747,1222,2
119.8,15453,-54,-83.6,200,16.1,11747,1223,3
119.5,15466,-54,-83.7,198,15.6,11747,1224,4
119.3,15479,-54,-83.7,197,15,11747,1225,5
119.1,15492,-54,-83.8,195,14.6,11747,1226,6
118.8,15506,-53.9,-83.7,192,14.4,11747,1227,7
118.6,15519,-53.8,-83.7,190,14.4,11747,1228,8
118.3,15532,-53.7,-83.7,187,14.4,11747,1229,9
118.1,15545,-53.7,-83.7,185,14.6,11747,1230,0
117.8,15558,-53.7,-83.7,183,14.8,11747,1231,1
117.6,15571,-53.8,-83.6,181,15,11747,1232,2
117.4,15584,-53.8,-83.6,180,15.4,11747,1233,3
117.1,15597,-53.8,-83.5,178,15.7,11747,1234,4
116.9,15610,-53.8,-83.5,177,16.1,11747,1235,5
116.6,15624,-53.8,-83.4,177,16.5,11747,1236,6
116.4,15638,-53.9,-83.4,176,16.9,11747,1237,7
116.1,15652,-54,-83.5,176,17.3,11747,1238,8
115.9,15665,-54.1,-83.5,175,17.5,11747,1239,9
115.7,15678,-54.2,-83.5,175,17.7,11747,1240,0
115.4,15690,-54.3,-83.5,176,17.7,11747,1241,1
115.2,15702,-54.4,-83.6,176,17.9,11747,1242,2
115,15715,-54.5,-83.6,177,17.9,11747,1243,3
114.8,15727,-54.6,-83.6,178,17.9,11747,1244,4
114.6,15739,-54.7,-83.7,179,17.7,11747,1245,5
114.3,15751,-54.8,-83.7,180,17.7,11747,1246,6
114.1,15763,-54.8,-83.8,182,17.7,11747,1247,7
113.9,15775,-54.8,-83.8,183,17.5,11747,1248,8
113.7,15787,-54.8,-83.8,185,17.5,11747,1249,9
113.5,15800,-54.8,-83.8,187,17.5,11747,1250,0
113.3,15812,-54.9,-83.8,188,17.5,11747,1251,1
113,15825,-54.9,-83.9,190,17.5,11747,1252,2
112.8,15837,-54.9,-83.9,191,17.5,11747,1253,3
112.6,15849,-54.9,-83.9,192,17.5,11747,1254,4
112.4,15861,-54.9,-83.9,192,17.5,11747,1255,5
112.2,15873,-54.9,-84,193,17.5,11747,1256,6
112,15884,-54.8,-84,193,17.7,11747,1257,7
111.8,15896,-54.8,-84,193,17.7,11747,1258,8
111.6,15907,-54.7,-84,193,17.7,11747,1259,9
111.4,15919,-54.7,-84.1,193,17.7,11747,1260,0
111.2,15930,-54.6,-84.1,193,17.7,11747,1261,1
111,15942,-54.4,-84,193,17.7,11747,1262,2
110.8,15955,-54.2,-83.9,193,17.5,11747,1263,3
110.5,15968,-54.1,-83.9,192,17.3,11747,1264,4
110.3,15980,-54.1,-84,192,17.1,11747,1265,5
110.1,15992,-54.1,-84,191,16.7,11747,1266,6
109.9,16004,-54,-84,191,16.5,11747,1267,7
109.7,16017,-54,-84.1,190,16.1,11747,1268,8
109.5,16029,-54.1,-84.2,188,15.7,11747,1269,9
109.3,16042,-54.1,-84.2,187,15.4,11747,1270,0
109,16056,-54,-84.2,185,15,11747,1271,1
108.8,16069,-53.7,-84,182,14.6,11747,1272,2
108.6,16083,-53.5,-83.9,179,14.4,11747,1273,3
108.3,16096,-53.3,-83.8,176,14.2,11747,1274,4
108.1,16109,-53.3,-83.8,172,14,11747,1275,5
107.9,16122,-53.4,-83.8,169,14,11747,1276,6
107.7,16137,-53.4,-83.9,165,14.2,11747,1277,7
107.4,16151,-53.4,-83.9,162,14.4,11747,1278,8
107.2,16166,-53.5,-83.9,159,14.6,11747,1279,9
106.9,16181,-53.5,-83.9,157,14.8,11747,1280,0
106.7,16194,-53.6,-83.9,155,15.2,11747,1281,1
106.5,16208,-53.7,-83.9,153,15.4,11747,1282,2
106.3,16221,-53.7,-83.9,152,15.7,11747,1283,3
106,16235,-53.8,-83.9,151,15.9,11747,1284,4
105.8,16247,-53.9,-83.9,151,16.1,11747,1285,5
105.6,16259,-53.9,-83.8,151,16.3,11747,1286,6
105.4,16271,-53.9,-83.8,151,16.3,11747,1287,7
105.3,16282,-54,-83.8,152,16.3,11747,1288,8
105.1,16293,-54,-83.8,153,16.3,11747,1289,9
104.9,16304,-54.1,-83.8,154,16.5,11747,1290,0
104.7,16315,-54.2,-83.8,156,16.5,11747,1291,1
104.6,16325,-54.3,-83.8,158,16.5,11747,1292,2
104.4,16335,-54.4,-83.9,159,16.5,11747,1293,3
104.2,16346,-54.5,-83.9,161,16.5,11747,1294,4
104.1,16356,-54.5,-84,163,16.5,11747,1295,5
103.9,16366,-54.6,-84,165,16.5,11747,1296,6
103.7,16377,-54.6,-84,167,16.7,11747,1297,7
103.6,16387,-54.6,-84,168,16.7,11747,1298,8
103.4,16397,-54.7,-84.1,170,16.9,11747,1299,9
103.2,16407,-54.7,-84.1,171,16.9,11747,1300,0
103.1,16417,-54.7,-84.1,172,16.9,11747,1301,1
102.9,16427,-54.8,-84.1,174,17.1,11747,1302,2
102.7,16438,-54.8,-84.1,175,17.1,11747,1303,3
102.6,16449,-54.8,-84.1,176,17.3,11747,1304,4
102.4,16459,-54.8,-84.1,177,17.3,11747,1305,5
102.2,16469,-54.8,-84.1,178,17.5,11747,1306,6
102.1,16480,-54.9,-84.1,179,17.7,11747,1307,7
101.9,16490,-54.9,-84.2,180,17.9,11747,1308,8
101.7,16501,-55,-84.2,181,18.1,11747,1309,9
101.5,16512,-55,-84.3,182,18.3,11747,1310,0
101.4,16523,-55.1,-84.3,183,18.7,11747,1311,1
101.2,16532,-55,-84.3,184,18.9,11747,1312,2
101.1,16542,-55,-84.3,185,19.2,11747,1313,3
100.9,16552,-55,-84.3,186,19.4,11747,1314,4
100.7,16563,-55,-84.3,187,19.8,11747,1315,5
100.6,16573,-55.1,-84.3,188,20,11747,1316,6
100.4,16584,-55.1,-84.3,189,20.4,11747,1317,7
100.2,16594,-55.2,-84.3,189,20.6,11747,1318,8
100.1,16605,-55.3,-84.3,190,20.8,11747,1319,9
100,16610,-55.3,-84.3,190,21,11747,1320,0
99.9,16615,-55.3,-84.3,190,21,11747,1321,1
99.8,16625,-55.4,-84.3,191,21.2,11747,1322,2
99.6,16635,-55.5,-84.4,191,21.4,11747,1323,3
99.4,16646,-55.5,-84.4,191,21.6,11747,1324,4
99.3,16656,-55.6,-84.4,192,21.8,11747,1325,5
99.1,16667,-55.6,-84.4,192,22,11747,1326,6
98.9,16677,-55.6,-84.4,192,22.4,11747,1327,7
98.8,16688,-55.7,-84.5,192,22.5,11747,1328,8
98.6,16698,-55.7,-84.5,193,22.7,11747,1329,9
98.5,16708,-55.8,-84.6,193,22.9,11747,1330,0
98.3,16718,-55.8,-84.7,193,22.9,11747,1331,1
98.2,16728,-55.8,-84.7,194,22.9,11747,1332,2
98,16738,-55.8,-84.8,194,22.9,11747,1333,3
97.8,16749,-55.8,-84.8,195,22.7,11747,1334,4
97.7,16759,-55.8,-84.8,195,22.5,11747,1335,5
97.5,16770,-55.8,-84.8,195,22.2,11747,1336,6
97.4,16780,-55.8,-84.8,196,21.6,11747,1337,7
97.2,16791,-55.8,-84.8,196,21.2,11747,1338,8
97,16802,-55.8,-84.8,196,20.4,11747,1339,9
96.9,16813,-55.8,-84.9,196,19.8,11747,1340,0
96.7,16824,-55.8,-84.9,196,19,11747,1341,1
96.5,16834,-55.8,-84.8,196,18.5,11747,1342,2
96.4,16845,-55.7,-84.8,196,17.9,11747,1343,3
96.2,16856,-55.7,-84.7,195,17.3,11747,1344,4
96.1,16866,-55.7,-84.7,194,16.7,11747,1345,5
95.9,16876,-55.7,-84.7,193,16.3,11747,1346,6
95.7,16886,-55.7,-84.7,192,15.9,11747,1347,7
95.6,16896,-55.7,-84.8,191,15.6,11747,1348,8
95.4,16906,-55.8,-84.8,190,15.4,11747,1349,9
95.3,16917,-55.8,-84.8,189,15.2,11747,1350,0
95.1,16927,-55.9,-84.8,187,15.2,11747,1351,1
95,16938,-55.9,-84.8,186,15.2,11747,1352,2
94.8,16948,-55.9,-84.8,185,15,11747,1353,3
94.7,16959,-55.8,-84.8,183,15,11747,1354,4
94.5,16970,-55.8,-84.8,182,15,11747,1355,5
94.3,16981,-55.8,-84.8,181,15,11747,1356,6
94.2,16991,-55.8,-84.8,180,15,11747,1357,7
94,17001,-55.8,-84.8,179,15,11747,1358,8
93.9,17012,-55.8,-84.8,178,15,11747,1359,9
93.7,17022,-55.9,-84.8,177,15,11747,1360,0
93.6,17034,-55.9,-84.9,176,15,11747,1361,1
93.4,17045,-55.9,-84.9,175,15,11747,1362,2
93.2,17055,-56,-84.9,174,15,11747,1363,3
93.1,17066,-56,-84.9,173,15,11747,1364,4
92.9,17076,-56,-84.9,172,15,11747,1365,5
92.8,17086,-56,-84.9,171,15,11747,1366,6
92.6,17096,-56.1,-84.9,170,15,11747,1367,7
92.5,17106,-56.2,-84.9,170,15,11747,1368,8
92.3,17117,-56.3,-84.9,169,15.2,11747,1369,9
92.2,17128,-56.4,-84.9,169,15.2,11747,1370,0
92,17139,-56.5,-84.9,168,15.2,11747,1371,1
91.9,17150,-56.5,-84.9,168,15.4,11747,1372,2
91.7,17161,-56.6,-84.8,168,15.4,11747,1373,3
91.5,17172,-56.6,-84.8,168,15.6,11747,1374,4
91.4,17182,-56.6,-84.8,168,15.6,11747,1375,5
91.2,17193,-56.6,-84.8,168,15.7,11747,1376,6
91.1,17203,-56.6,-84.8,169,15.7,11747,1377,7
91,17213,-56.6,-84.9,170,15.9,11747,1378,8
90.8,17223,-56.6,-84.9,170,15.9,11747,1379,9
90.6,17234,-56.6,-85,171,16.1,11747,1380,0
90.5,17245,-56.6,-85,172,16.3,11747,1381,1
90.3,17256,-56.6,-85.1,173,16.3,11747,1382,2
90.2,17267,-56.6,-85.1,175,16.5,11747,1383,3
90,17278,-56.6,-85.1,176,16.7,11747,1384,4
89.9,17290,-56.6,-85.1,177,16.7,11747,1385,5
89.7,17301,-56.5,-85.1,178,16.9,11747,1386,6
89.6,17311,-56.5,-85,179,16.9,11747,1387,7
89.4,17322,-56.6,-85,180,17.1,11747,1388,8
89.3,17332,-56.7,-85,182,17.1,11747,1389,9
89.1,17342,-56.7,-85,183,17.1,11747,1390,0
89,17353,-56.8,-85,184,17.1,11747,1391,1
88.8,17365,-56.8,-85,185,17.1,11747,1392,2
88.6,17376,-56.9,-85,187,17.1,11747,1393,3
88.5,17387,-57,-84.9,188,17.1,11747,1394,4
88.3,17398,-57.1,-84.9,189,17.1,11747,1395,5
88.2,17409,-57.1,-84.9,191,17.1,11747,1396,6
88,17420,-57.2,-84.9,193,16.9,11747,1397,7
87.9,17431,-57.2,-84.9,194,16.9,11747,1398,8
87.7,17442,-57.2,-84.9,196,16.7,11747,1399,9
87.6,17453,-57.2,-84.9,197,16.7,11747,1400,0
87.4,17464,-57.3,-84.9,199,16.5,11747,1401,1
87.3,17475,-57.3,-85,200,16.3,11747,1402,2
87.1,17486,-57.4,-85.2,201,16.1,11747,1403,3
87,17497,-57.5,-85.3,203,15.9,11747,1404,4
86.8,17509,-57.5,-85.3,203,15.7,11747,1405,5
86.6,17520,-57.5,-85.4,204,15.4,11747,1406,6
86.5,17532,-57.5,-85.4,205,15.2,11747,1407,7
86.3,17543,-57.4,-85.4,205,14.8,11747,1408,8
86.2,17554,-57.2,-85.4,205,14.6,11747,1409,9
86,17565,-57.1,-85.3,205,14.4,11747,1410,0
85.9,17576,-56.9,-85.2,205,14,11747,1411,1
85.7,17587,-56.8,-85.1,204,14,11747,1412,2
85.6,17598,-56.8,-85.1,204,13.8,11747,1413,3
85.4,17609,-56.9,-85.1,203,13.8,11747,1414,4
85.3,17620,-56.9,-85.1,203,13.8,11747,1415,5
85.1,17631,-56.9,-85.1,202,14,11747,1416,6
85,17642,-56.9,-85.2,202,14.2,11747,1417,7
84.8,17652,-57,-85.2,202,14.6,11747,1418,8
84.7,17663,-57,-85.3,203,14.8,11747,1419,9
84.6,17674,-57.1,-85.3,203,15.2,11747,1420,0
84.4,17685,-57.1,-85.3,204,15.4,11747,1421,1
84.3,17695,-57,-85.3,205,15.7,11747,1422,2
84.1,17706,-57,-85.2,206,15.9,11747,1423,3
84,17716,-57,-85.3,207,16.1,11747,1424,4
83.9,17727,-57,-85.3,208,16.3,11747,1425,5
83.7,17738,-57.1,-85.4,209,16.5,11747,1426,6
83.6,17749,-57.1,-85.5,210,16.5,11747,1427,7
83.4,17760,-57,-85.5,212,16.3,11747,1428,8
83.3,17771,-56.8,-85.4,213,16.3,11747,1429,9
83.1,17782,-56.6,-85.3,215,16.1,11747,1430,0
83,17793,-56.5,-85.3,216,16.1,11747,1431,1
82.8,17803,-56.4,-85.3,217,15.9,11747,1432,2
82.7,17814,-56.4,-85.3,219,15.7,11747,1433,3
82.6,17824,-56.4,-85.3,220,15.7,11747,1434,4
82.4,17834,-56.5,-85.3,221,15.6,11747,1435,5
82.3,17845,-56.5,-85.3,222,15.6,11747,1436,6
